order_id,delivery_days,estimated_days,delay_vs_estimated,late_days,on_time,prep_hours,transit_days,order_year,order_month,order_week,order_dow,purchase_hour,is_weekend_purchase,delay_bucket,delivery_days_bucket
572c4bbf0f5f85a9b4a2c4fe0c7f04d5,,14.366689814814816,,,false,,,2018,2018-08,35,3,15,false,,
2663ce3526465b7ee9809428adabdc45,,12.452939814814815,,,false,,,2018,2018-08,35,3,13,false,,
bb8edfe0742a6a0279b7dff848289568,,18.56627314814815,,,false,,,2018,2018-08,35,3,10,false,,
0a472c47d928bf4cd8b6a7a30345eeb7,,32.57361111111111,,,false,,,2018,2018-08,35,3,10,false,,
8d4c637f1accf7a88a4555f02741e606,,14.314016203703703,,,false,,,2018,2018-08,35,2,16,false,,
35a972d7f8436f405b56e36add1a7140,1.0576273148148148,6.37457175925926,-5.316944444444444,0.0,true,1.7761111111111112,0.9768055555555556,2018,2018-08,35,2,15,false,a_tiempo_≤0d,≤2d
03ef5dedbe7492bdae72eec50764c43f,1.0729050925925927,4.380555555555556,-3.307650462962963,0.0,true,4.927222222222222,0.8583217592592592,2018,2018-08,35,2,14,false,a_tiempo_≤0d,≤2d
168626408cb32af0ffaf76711caae1dc,1.1069791666666666,12.403842592592593,-11.296863425925926,0.0,true,4.343611111111112,0.9177199074074074,2018,2018-08,35,2,14,false,a_tiempo_≤0d,≤2d
0b223d92c27432930dfe407c6aea3041,1.0878703703703705,5.403900462962963,-4.316030092592593,0.0,true,0.9647222222222224,1.0388310185185186,2018,2018-08,35,2,14,false,a_tiempo_≤0d,≤2d
52018484704db3661b98ce838612b507,1.4322685185185184,4.481956018518519,-3.0496875,0.0,true,1.0452777777777778,1.3822569444444444,2018,2018-08,35,2,12,false,a_tiempo_≤0d,≤2d
d03ca98f59480e7e76c71fa83ecd8fb6,1.535219907407407,5.537372685185185,-4.002152777777778,0.0,true,6.366111111111112,1.2575694444444443,2018,2018-08,35,2,11,false,a_tiempo_≤0d,≤2d
d70442bc5e3cb7438da497cc6a210f80,1.2366203703703704,5.567650462962963,-4.331030092592592,0.0,true,9.362222222222222,0.8377199074074074,2018,2018-08,35,2,10,false,a_tiempo_≤0d,≤2d
b102b42cde7719ae4b7c0163cf4d7dbe,,6.572604166666666,,,false,,,2018,2018-08,35,2,10,false,,
912859fef5a0bd5059b6d48fa79d121a,1.5699421296296296,5.5915625,-4.02162037037037,0.0,true,8.945555555555556,1.1860185185185186,2018,2018-08,35,2,9,false,a_tiempo_≤0d,≤2d
fb393211459aac00af932cd7ab4fa2cc,1.159224537037037,5.615150462962963,-4.455925925925926,0.0,true,6.38,0.8857407407407407,2018,2018-08,35,2,9,false,a_tiempo_≤0d,≤2d
bee12e8653a04e76786e8891cfb6330a,1.5476157407407407,12.634594907407408,-11.086979166666667,0.0,true,3.980555555555556,1.3692708333333334,2018,2018-08,35,2,8,false,a_tiempo_≤0d,≤2d
65fdcb432cb9cfa970e3a3817b39040d,,14.635671296296296,,,false,,,2018,2018-08,35,2,8,false,,
c84d88553f9878bf2c7ecda2eb211ece,1.3547453703703705,4.648912037037037,-3.2941666666666665,0.0,true,11.279722222222222,0.8718055555555555,2018,2018-08,35,2,8,false,a_tiempo_≤0d,≤2d
4c867c2aac81653679eff07e922441a0,2.133287037037037,2.0472916666666667,0.0859953703703703,0.0859953703703703,false,13.680555555555555,1.554050925925926,2018,2018-08,35,1,22,false,1–3d,3–5d
e7c290bfc31d7eed478c3d3d2d4d2953,1.7835185185185185,14.062129629629627,-12.278611111111111,0.0,true,16.269444444444446,1.0963888888888889,2018,2018-08,35,1,22,false,a_tiempo_≤0d,≤2d
dbb786f88b6d4e52fe3cb5d771b979d6,1.8515625,7.085763888888889,-5.234201388888889,0.0,true,20.863333333333333,0.9727430555555556,2018,2018-08,35,1,21,false,a_tiempo_≤0d,≤2d
3064071cf67a2cc381cd53b13055eac5,1.8805092592592592,5.085972222222222,-3.205462962962963,0.0,true,5.3775,1.2160648148148148,2018,2018-08,35,1,21,false,a_tiempo_≤0d,≤2d
00b44ba3d7c4a5e9a9ebafef9150781d,1.6861921296296296,28.11752314814815,-26.43133101851852,0.0,true,15.8625,1.0151967592592592,2018,2018-08,35,1,21,false,a_tiempo_≤0d,≤2d
cb9628da43a976b479b45230984a05b8,2.0434490740740743,7.13244212962963,-5.088993055555555,0.0,true,19.44972222222222,1.2228125,2018,2018-08,35,1,20,false,a_tiempo_≤0d,3–5d
c8c528189310eaa44a745b8d9d26908b,,13.163032407407409,,,false,,,2018,2018-08,35,1,20,false,,
bda15d43b16684fa4eff328a7db33d8b,2.048263888888889,13.177488425925926,-11.129224537037038,0.0,true,18.379722222222224,1.2686921296296296,2018,2018-08,35,1,19,false,a_tiempo_≤0d,3–5d
d99a07d049ac5c39f6f62edba8d57721,1.9515625,7.185752314814815,-5.234189814814815,0.0,true,23.300833333333333,0.9727546296296296,2018,2018-08,35,1,19,false,a_tiempo_≤0d,≤2d
d4fae577806d683110e00e18a5e181be,1.9586921296296296,14.18605324074074,-12.227361111111112,0.0,true,9.74,1.230972222222222,2018,2018-08,35,1,19,false,a_tiempo_≤0d,≤2d
20db59f6705840a0ce5c76b77487ad03,2.1575694444444444,5.186331018518518,-3.028761574074074,0.0,true,14.634722222222225,1.5392939814814814,2018,2018-08,35,1,19,false,a_tiempo_≤0d,3–5d
6d6783e9e03bc56ba0d4f018d45babe3,1.9549074074074075,7.189085648148148,-5.234178240740741,0.0,true,23.300833333333333,0.9727662037037036,2018,2018-08,35,1,19,false,a_tiempo_≤0d,≤2d
141d7ee98d9a50269f84d9a3c5330cba,2.102939814814815,2.2095717592592594,-0.1066319444444444,0.0,true,21.345277777777778,1.205173611111111,2018,2018-08,35,1,18,false,a_tiempo_≤0d,3–5d
0ac69790e2a6e4c075edbd78648a3594,2.060625,6.215740740740741,-4.155115740740741,0.0,true,17.494722222222222,1.3205787037037038,2018,2018-08,35,1,18,false,a_tiempo_≤0d,3–5d
ab7a53a8e94cab448240ff654797c44e,2.042627314814814,5.264143518518519,-3.2215162037037035,0.0,true,19.361666666666668,1.225011574074074,2018,2018-08,35,1,17,false,a_tiempo_≤0d,3–5d
93d7e1f0c5415c1a0679635187700f1d,2.18425925925926,2.310162037037037,-0.1259027777777777,0.0,true,23.297777777777775,1.201875,2018,2018-08,35,1,16,false,a_tiempo_≤0d,3–5d
986983dd21e5167fac109fadaf7aac16,2.125277777777778,2.334398148148148,-0.2091203703703703,0.0,true,20.126944444444444,1.2783796296296297,2018,2018-08,35,1,15,false,a_tiempo_≤0d,3–5d
2c1f8fd9aa5f50ec17f4c95e52223a3a,1.9711689814814812,8.338090277777777,-6.366921296296296,0.0,true,27.094722222222224,0.8337731481481482,2018,2018-08,35,1,15,false,a_tiempo_≤0d,≤2d
00b1cb0320190ca0daa2c88b35206009,,14.356493055555555,,,false,,,2018,2018-08,35,1,15,false,,
9344079d5fbb7dd79af908b7eb667db7,2.094895833333333,5.366793981481481,-3.271898148148148,0.0,true,6.5225,1.320462962962963,2018,2018-08,35,1,15,false,a_tiempo_≤0d,3–5d
c59712a9767189f0a1e5258b5c3447b0,2.0722800925925924,2.3903703703703703,-0.3180902777777777,0.0,true,25.046666666666667,1.023576388888889,2018,2018-08,35,1,14,false,a_tiempo_≤0d,3–5d
d2ce2764e877473355ddb49af8eb3bc5,2.020601851851852,2.393761574074074,-0.3731597222222222,0.0,true,20.261944444444445,1.1678125,2018,2018-08,35,1,14,false,a_tiempo_≤0d,3–5d
f9e254c56ad8dc27d6fd34b26f94711f,1.4955208333333334,7.408680555555556,-5.913159722222222,0.0,true,2.761111111111111,1.3715625,2018,2018-08,35,1,14,false,a_tiempo_≤0d,≤2d
dd7fbf8b53b7ffa059c926a77c42f04f,2.5023958333333334,19.41592592592593,-16.91353009259259,0.0,true,24.878055555555555,1.4559143518518518,2018,2018-08,35,1,14,false,a_tiempo_≤0d,3–5d
dec9169d4f8c2e229d7421e28ef70781,2.182407407407408,15.437997685185184,-13.255590277777776,0.0,true,1.7605555555555557,2.098576388888889,2018,2018-08,35,1,13,false,a_tiempo_≤0d,3–5d
7b4f660a72183fc98991998a65320863,2.3838194444444443,6.4384953703703705,-4.054675925925926,0.0,true,25.218333333333334,1.321712962962963,2018,2018-08,35,1,13,false,a_tiempo_≤0d,3–5d
d01395763bb11d18d9482f322715b80d,1.1221875,2.466087962962963,-1.343900462962963,0.0,true,0.9286111111111112,1.0727662037037038,2018,2018-08,35,1,12,false,a_tiempo_≤0d,≤2d
dbe2d1c6c34f5c31bb6736e1720c9b7e,,5.468576388888889,,,false,,,2018,2018-08,35,1,12,false,,
a305557a41b3c1889b8e0d9255f9ef1a,2.5376041666666667,7.473414351851852,-4.935810185185185,0.0,true,2.4272222222222224,2.4280787037037035,2018,2018-08,35,1,12,false,a_tiempo_≤0d,3–5d
a5faf579cc2b53168cc080836b834078,1.4395023148148147,6.486875,-5.047372685185185,0.0,true,2.562777777777778,1.324849537037037,2018,2018-08,35,1,12,false,a_tiempo_≤0d,≤2d
18995da0f41134f344ebeb2e97965d2d,1.168761574074074,5.505729166666667,-4.336967592592592,0.0,true,2.494166666666666,1.0553935185185186,2018,2018-08,35,1,11,false,a_tiempo_≤0d,≤2d
576466ecdb1ad73bb848943a98649668,2.122129629629629,15.52292824074074,-13.400798611111112,0.0,true,27.19333333333333,0.9769791666666666,2018,2018-08,35,1,11,false,a_tiempo_≤0d,3–5d
b0abfb398741998a8e47cc773b5e0edb,2.3012384259259258,5.523587962962963,-3.222349537037037,0.0,true,26.944444444444443,1.1720949074074074,2018,2018-08,35,1,11,false,a_tiempo_≤0d,3–5d
1776f9cc0f976e7aa0e8372a5325c41a,1.449050925925926,8.530127314814814,-7.081076388888889,0.0,true,2.68,1.327951388888889,2018,2018-08,35,1,11,false,a_tiempo_≤0d,≤2d
b18f96d97651133bd9a491945fa1d3bd,2.281365740740741,2.543599537037037,-0.2622337962962963,0.0,true,4.260277777777778,2.094710648148148,2018,2018-08,35,1,10,false,a_tiempo_≤0d,3–5d
652c3ffc10b11f6bb6567b4976d901c6,1.419861111111111,2.552743055555556,-1.1328819444444445,0.0,true,2.9811111111111117,1.287951388888889,2018,2018-08,35,1,10,false,a_tiempo_≤0d,≤2d
d4e252756885006a02c890a27d6bbf53,1.252210648148148,2.583321759259259,-1.3311111111111111,0.0,true,9.74638888888889,0.8390277777777778,2018,2018-08,35,1,10,false,a_tiempo_≤0d,≤2d
b669dc3736aa7bf3f5f181f9f460dde5,1.434201388888889,7.606446759259259,-6.17224537037037,0.0,true,4.896111111111111,1.2180324074074074,2018,2018-08,35,1,9,false,a_tiempo_≤0d,≤2d
f4a8925490afed995d0e987c48908d2c,1.260636574074074,2.612303240740741,-1.3516666666666666,0.0,true,4.3625,1.0705555555555557,2018,2018-08,35,1,9,false,a_tiempo_≤0d,≤2d
0c1f1a0595fb30e05d526ab83576cd24,2.343310185185185,5.612465277777778,-3.2691550925925927,0.0,true,6.2058333333333335,2.0759837962962964,2018,2018-08,35,1,9,false,a_tiempo_≤0d,3–5d
85e05c3c9aa9834518f35d4f286014be,,42.65391203703704,,,false,,,2018,2018-08,35,1,8,false,,
4608a27e9e60c05b054631def491e7af,,14.659467592592591,,,false,,,2018,2018-08,35,1,8,false,,
71b4480b617e5a0468d7362efb7c4b3d,1.5347916666666668,7.672696759259259,-6.137905092592592,0.0,true,6.812777777777778,1.241261574074074,2018,2018-08,35,1,7,false,a_tiempo_≤0d,≤2d
3e72677344408fece35547ac4c8ebb94,1.7287037037037036,5.918611111111111,-4.189907407407407,0.0,true,12.480833333333331,1.199675925925926,2018,2018-08,35,1,1,false,a_tiempo_≤0d,≤2d
d5cce452fb90a159a0b02988567a37bc,2.5003935185185187,6.019594907407408,-3.519201388888889,0.0,true,19.182777777777776,1.692604166666667,2018,2018-08,35,0,23,false,a_tiempo_≤0d,3–5d
c941ad898bc2355a4c9e9a19b504c69c,2.9211342592592597,9.02050925925926,-6.099375,0.0,true,35.29944444444445,1.440902777777778,2018,2018-08,35,0,23,false,a_tiempo_≤0d,3–5d
266e6e41522572e8bc4068738beaef07,2.8396412037037035,13.03269675925926,-10.193055555555556,0.0,true,9.129722222222222,2.4506944444444443,2018,2018-08,35,0,23,false,a_tiempo_≤0d,3–5d
68dd7c23e8b6c1e5f3ad16be5dd4bdf6,1.8894328703703704,2.0423263888888887,-0.1528935185185185,0.0,true,14.328888888888889,1.2846064814814817,2018,2018-08,35,0,22,false,a_tiempo_≤0d,≤2d
c469458d116f862637d6c26ae62ff8f2,2.9017476851851853,2.045752314814815,0.8559953703703703,0.8559953703703703,false,14.62888888888889,2.284467592592593,2018,2018-08,35,0,22,false,1–3d,3–5d
e41e7842fa15d821ce598a8b80915cd8,1.894398148148148,2.059525462962963,-0.1651273148148148,0.0,true,15.49611111111111,1.241122685185185,2018,2018-08,35,0,22,false,a_tiempo_≤0d,≤2d
24ac51b02d01abde547c474a994d2aa4,2.76787037037037,7.074317129629629,-4.306446759259259,0.0,true,17.166944444444443,2.044942129629629,2018,2018-08,35,0,22,false,a_tiempo_≤0d,3–5d
21cb15950725534b614707f82846010e,1.9982638888888888,6.099814814814815,-4.101550925925926,0.0,true,17.211666666666666,1.274837962962963,2018,2018-08,35,0,21,false,a_tiempo_≤0d,≤2d
06914a88cb181e922cc58fed3d198c98,1.9407407407407409,6.10505787037037,-4.164317129629629,0.0,true,16.720277777777778,1.219710648148148,2018,2018-08,35,0,21,false,a_tiempo_≤0d,≤2d
c89cc188bf7fe39307862cb3dd2d0234,1.9156365740740744,3.106099537037037,-1.190462962962963,0.0,true,16.253055555555555,1.2130092592592592,2018,2018-08,35,0,21,false,a_tiempo_≤0d,≤2d
993d5d78bd251d2ad7d2607110a04bbe,3.161273148148148,27.122025462962963,-23.960752314814812,0.0,true,17.331666666666667,2.414247685185185,2018,2018-08,35,0,21,false,a_tiempo_≤0d,3–5d
eeeebba48c7b5fc22f6e12734ed319ed,3.0112152777777776,13.133854166666667,-10.122638888888888,0.0,true,15.7625,2.3426388888888887,2018,2018-08,35,0,20,false,a_tiempo_≤0d,3–5d
a000067196006b1ac2a467ba2156b22d,2.074641203703704,3.144884259259259,-1.0702430555555555,0.0,true,18.09777777777778,1.3110069444444443,2018,2018-08,35,0,20,false,a_tiempo_≤0d,3–5d
0785459f4688c430590e9ef6eff2fecb,2.94837962962963,3.164502314814815,-0.2161226851851851,0.0,true,15.860277777777778,2.279016203703704,2018,2018-08,35,0,20,false,a_tiempo_≤0d,3–5d
a966954fa1c451757b4d6c77946f9863,1.951203703703704,9.167291666666667,-7.216087962962963,0.0,true,24.410833333333333,0.926273148148148,2018,2018-08,35,0,19,false,a_tiempo_≤0d,≤2d
27667a063cb59b5d987a5a71c192cce5,,9.170208333333331,,,false,,,2018,2018-08,35,0,19,false,,
d265e2114f019b12adfff1e68a241a8e,2.0202546296296298,3.1808680555555555,-1.160613425925926,0.0,true,15.047777777777778,1.3650810185185185,2018,2018-08,35,0,19,false,a_tiempo_≤0d,3–5d
9aa39389b428a90ff82b0c94fb0afc5a,2.0659375,3.1820833333333334,-1.1161458333333334,0.0,true,19.098333333333333,1.2581597222222225,2018,2018-08,35,0,19,false,a_tiempo_≤0d,3–5d
734fd23f82c457088580cf5a8c9da909,2.881099537037037,2.185798611111111,0.695300925925926,0.695300925925926,false,42.96361111111111,1.0821064814814816,2018,2018-08,35,0,19,false,1–3d,3–5d
bd2c2c3a4d59e68fb14a526745572883,3.023067129629629,2.1878703703703706,0.8351967592592593,0.8351967592592593,false,15.451666666666666,2.369224537037037,2018,2018-08,35,0,19,false,1–3d,3–5d
56610fa87188c93ee5993a5e98a7b092,3.045625,2.189652777777778,0.8559722222222222,0.8559722222222222,false,16.085277777777776,2.363611111111111,2018,2018-08,35,0,19,false,1–3d,3–5d
05d46826bd0fb605d6b00e30e9141882,1.921145833333333,14.193078703703703,-12.271932870370373,0.0,true,23.444444444444443,0.935011574074074,2018,2018-08,35,0,19,false,a_tiempo_≤0d,≤2d
fa0c6595d02f168f7557693dbffa7b69,2.889247685185185,3.209548611111111,-0.3203009259259259,0.0,true,18.113333333333333,2.126226851851852,2018,2018-08,35,0,18,false,a_tiempo_≤0d,3–5d
e6f6345c50327507fe35965aa65c8e94,3.185185185185185,7.215208333333333,-4.030023148148148,0.0,true,43.94472222222223,1.343587962962963,2018,2018-08,35,0,18,false,a_tiempo_≤0d,3–5d
00eead1d5a799277ef3d6b387b0bebef,3.1150810185185187,9.218125,-6.103043981481481,0.0,true,19.21472222222222,2.301817129629629,2018,2018-08,35,0,18,false,a_tiempo_≤0d,3–5d
e39b1c0568bb5cbcb35d685fc1185634,3.046122685185185,7.232314814814814,-4.18619212962963,0.0,true,16.560277777777777,2.349224537037037,2018,2018-08,35,0,18,false,a_tiempo_≤0d,3–5d
d543b0fedeb939f3fda2a3c2fe167b02,1.9075578703703704,2.2694328703703706,-0.361875,0.0,true,21.127222222222223,1.017986111111111,2018,2018-08,35,0,17,false,a_tiempo_≤0d,≤2d
2812dbf450ac5dd26b952cfc6db60529,1.8710763888888888,8.274710648148147,-6.40363425925926,0.0,true,16.627222222222223,1.1706712962962964,2018,2018-08,35,0,17,false,a_tiempo_≤0d,≤2d
57d0641da97fead93c9541a7c3b1fc75,3.2776388888888888,3.278680555555556,-0.0010416666666666,0.0,true,26.69472222222222,1.1677083333333331,2018,2018-08,35,0,17,false,a_tiempo_≤0d,3–5d
28e7be9f5fc8bb93020385ec94b1db0b,2.218819444444444,2.284305555555556,-0.0654861111111111,0.0,true,21.1125,1.3289583333333332,2018,2018-08,35,0,17,false,a_tiempo_≤0d,3–5d
e91a3bc14b8d125d82f0334371c39926,2.1271875,3.290474537037037,-1.163287037037037,0.0,true,21.759166666666665,1.2144907407407408,2018,2018-08,35,0,17,false,a_tiempo_≤0d,3–5d
d22567ff9749170e14c7485e02c1ff3c,3.0838657407407406,3.29363425925926,-0.2097685185185185,0.0,true,45.875277777777775,1.163148148148148,2018,2018-08,35,0,16,false,a_tiempo_≤0d,3–5d
c14d2e12b876b00738f6c4ae6329e1dc,2.0097222222222224,8.316122685185185,-6.306400462962963,0.0,true,22.044722222222223,1.0838773148148149,2018,2018-08,35,0,16,false,a_tiempo_≤0d,3–5d
baf4bb57bdf5e14c67c2389a48864acb,2.157280092592593,7.321342592592592,-5.1640625,0.0,true,20.57,1.2907986111111112,2018,2018-08,35,0,16,false,a_tiempo_≤0d,3–5d
9a2176942821e355e4ff9dc4a8e96a07,2.184930555555556,3.3247453703703704,-1.1398148148148148,0.0,true,22.363611111111112,1.2449074074074074,2018,2018-08,35,0,16,false,a_tiempo_≤0d,3–5d
28c949172daaa2b250fc70ed64a45517,2.264201388888889,7.360243055555555,-5.096041666666666,0.0,true,21.16111111111111,1.3727083333333334,2018,2018-08,35,0,15,false,a_tiempo_≤0d,3–5d
21b9bb429b09c08b2ae81e3ed20e8d2f,2.276574074074074,2.3619791666666665,-0.0854050925925925,0.0,true,22.098055555555558,1.3270949074074074,2018,2018-08,35,0,15,false,a_tiempo_≤0d,3–5d
a5ee139d1586d2d22c21ce7048e1d36d,2.051111111111111,3.364548611111111,-1.3134375,0.0,true,26.56,0.9337847222222222,2018,2018-08,35,0,15,false,a_tiempo_≤0d,3–5d
48b04c2b15ef11dac475795682a3d991,2.012835648148148,3.370115740740741,-1.3572800925925923,0.0,true,22.48361111111111,1.0642476851851852,2018,2018-08,35,0,15,false,a_tiempo_≤0d,3–5d
056793ca2483a5d5943cb5bd90f5b314,2.0370833333333334,2.371539351851852,-0.3344560185185185,0.0,true,11.960833333333332,1.0072106481481482,2018,2018-08,35,0,15,false,a_tiempo_≤0d,3–5d
53dccb14668d654069cab1d78e4b13c1,3.0130439814814816,14.372708333333334,-11.359664351851851,0.0,true,22.67805555555556,2.0597800925925926,2018,2018-08,35,0,15,false,a_tiempo_≤0d,3–5d
87ce6f9094188f36623b250901635869,2.000277777777778,3.378912037037037,-1.3786342592592593,0.0,true,10.583055555555555,1.010949074074074,2018,2018-08,35,0,14,false,a_tiempo_≤0d,3–5d
46c123d65d1a90feca91b6c4cf104633,3.4286226851851853,6.3893402777777775,-2.9607175925925926,0.0,true,40.34444444444444,1.739976851851852,2018,2018-08,35,0,14,false,a_tiempo_≤0d,3–5d
bd9c7d72943c5118f03bb7524043e0fd,2.182743055555556,6.401736111111111,-4.218993055555556,0.0,true,23.026666666666667,1.213645833333333,2018,2018-08,35,0,14,false,a_tiempo_≤0d,3–5d
f27cc61c27c26b63dd0b279bb9c29ed6,2.419305555555556,15.416851851851852,-12.997546296296296,0.0,true,20.24111111111111,1.568425925925926,2018,2018-08,35,0,13,false,a_tiempo_≤0d,3–5d
4fe2fd5509bca02cbd39aa5b3eeb2a8f,2.443622685185185,3.418333333333333,-0.974710648148148,0.0,true,6.497777777777777,1.585011574074074,2018,2018-08,35,0,13,false,a_tiempo_≤0d,3–5d
915cfc1bb5564cda804c1e544780f701,2.126099537037037,3.4325,-1.3064004629629629,0.0,true,13.495833333333334,0.8359606481481482,2018,2018-08,35,0,13,false,a_tiempo_≤0d,3–5d
8944b1716ec63423c8a83c20bc194476,2.182800925925926,3.436585648148148,-1.2537847222222225,0.0,true,2.182777777777778,2.0830208333333333,2018,2018-08,35,0,13,false,a_tiempo_≤0d,3–5d
5abf18d13baf7acb60e616f758d61928,1.9235532407407407,2.450115740740741,-0.5265625,0.0,true,24.61083333333333,0.8866319444444445,2018,2018-08,35,0,13,false,a_tiempo_≤0d,≤2d
2e5737bd3452cc165fb76f3a57447398,1.4446412037037035,2.450439814814815,-1.005798611111111,0.0,true,1.3169444444444445,1.3796180555555555,2018,2018-08,35,0,13,false,a_tiempo_≤0d,≤2d
e9fb2d9703e24b2ce5207a109f7b96be,2.1609606481481483,2.4588425925925925,-0.2978819444444444,0.0,true,19.88722222222222,1.3146180555555556,2018,2018-08,35,0,12,false,a_tiempo_≤0d,3–5d
a73d469a8747dea1740e9545d1051002,3.404826388888889,13.470960648148148,-10.06613425925926,0.0,true,25.852777777777774,2.3040046296296297,2018,2018-08,35,0,12,false,a_tiempo_≤0d,3–5d
a63d6f123bbccd71286ef76811cb2a3b,3.127361111111111,30.47278935185185,-27.34542824074074,0.0,true,11.995277777777778,1.0226273148148148,2018,2018-08,35,0,12,false,a_tiempo_≤0d,3–5d
427fb603381c1e7a4b224eac2a5acb29,2.965810185185185,9.492280092592592,-6.526469907407408,0.0,true,23.48027777777778,1.9776967592592596,2018,2018-08,35,0,12,false,a_tiempo_≤0d,3–5d
e8ddd60abf2ceeee18ebd986311f3630,1.2327083333333333,3.5016435185185184,-2.2689351851851853,0.0,true,7.545,0.909537037037037,2018,2018-08,35,0,11,false,a_tiempo_≤0d,≤2d
b3e4accbc8524ec4b2f5a5ddab755b34,2.459791666666667,6.52792824074074,-4.0681365740740745,0.0,true,23.64555555555556,1.4638078703703703,2018,2018-08,35,0,11,false,a_tiempo_≤0d,3–5d
0425635629d7b1e1aefedf34bd15e289,3.491597222222222,9.530335648148148,-6.038738425925926,0.0,true,51.22861111111112,1.343900462962963,2018,2018-08,35,0,11,false,a_tiempo_≤0d,3–5d
89812ae1f27bd0baa142a3aa9ab5cb49,1.073738425925926,2.550775462962963,-1.477037037037037,0.0,true,4.428333333333334,0.8771296296296296,2018,2018-08,35,0,10,false,a_tiempo_≤0d,≤2d
78d5c205c38367a8894d4721fdbb6962,3.636828703703704,8.551261574074074,-4.91443287037037,0.0,true,4.795,3.4244560185185184,2018,2018-08,35,0,10,false,a_tiempo_≤0d,3–5d
c7756342d355d13eea40a754b6602da6,2.5306712962962963,6.587094907407407,-4.056423611111111,0.0,true,3.9077777777777776,2.3331597222222222,2018,2018-08,35,0,9,false,a_tiempo_≤0d,3–5d
feeaaeb6a99fc794212a29c84e6d527e,3.407743055555556,3.6044791666666662,-0.1967361111111111,0.0,true,30.794722222222223,1.2247916666666667,2018,2018-08,35,0,9,false,a_tiempo_≤0d,3–5d
bc6a0c20c290fc74ba2c366c50477690,3.231226851851852,8.61170138888889,-5.380474537037037,0.0,true,2.513888888888889,3.0598032407407407,2018,2018-08,35,0,9,false,a_tiempo_≤0d,3–5d
6cbc2c3a5ded4eb0fed3a011b02c6eeb,3.585856481481481,2.618900462962963,0.9669560185185184,0.9669560185185184,false,8.865277777777777,2.4280671296296297,2018,2018-08,35,0,9,false,1–3d,3–5d
c72a06dbd2869dbfa3dc93ca4f262f37,3.577638888888889,16.627210648148147,-13.049571759259258,0.0,true,30.15972222222222,2.301817129629629,2018,2018-08,35,0,8,false,a_tiempo_≤0d,3–5d
821ab83aee62992191306118d37fcb3c,2.70962962962963,3.630625,-0.9209953703703704,0.0,true,6.7125,2.4206712962962964,2018,2018-08,35,0,8,false,a_tiempo_≤0d,3–5d
cc94aa62777cf27c082eaa521ba00747,1.574155092592593,6.695416666666667,-5.121261574074074,0.0,true,7.613888888888889,1.248877314814815,2018,2018-08,35,0,7,false,a_tiempo_≤0d,≤2d
aedce126de46f6e9cfc35a9083ac0c81,3.0622453703703703,2.9846875,0.0775578703703703,0.0775578703703703,false,15.164166666666668,2.4213078703703705,2018,2018-08,35,0,0,false,1–3d,3–5d
