seller_id,total_orders,total_items,total_gmv,avg_delivery_days,avg_delay,avg_review_score
7b0df942f46435babab05d49b744b2c4,19,19,6687.64,10.500149244639378,-11.686864035087718,4.421052631578948
b1b3948701c5c72445495bd161b83a4c,7,7,2817.6099999999997,9.966898148148148,-6.838972800925926,2.5714285714285716
1f1bb1f0859883505541bdd6606193e5,17,18,5088.510000000001,13.678454218106994,-9.09226594650206,4.333333333333333
5a93f3ab0ef4c84ed5e1b5dbf23978bc,39,44,3035.389999999999,15.054766634366928,-18.35395241171404,4.7272727272727275
17a053fcb14bd219540cbde0df490be0,86,99,29948.83000000001,9.36510074168556,-9.104911304799703,4.163265306122449
b9ca8e8baa5d4aa038394a700f63e69f,12,12,1213.15,9.358051697530867,-7.987022569444446,4.166666666666667
59cd88080b93f3c18508673122d26169,10,12,567.7099999999999,13.62782889660494,-7.635603780864198,4.75
cbd996ad3c1b7dc71fd0e5f5df9087e2,165,196,11284.959999999994,12.841035726533413,-10.594015468841864,4.081081081081081
f76a3b1349b6df1ee875d1f3fa4340f0,24,24,4748.979999999999,17.022680362654324,-4.848619309413582,3.4583333333333335
c8b0e2b0a7095e5d8219575d5e7e1181,84,85,13657.339999999995,10.063569852941175,-10.113792619825707,4.0476190476190474
822166ed1e47908f7cfb49946d03c726,69,108,5535.950000000001,13.872606631515774,-11.991881430041154,3.9245283018867925
02ecc2a19303f05e59ce133fd923fff7,21,24,5742.4,10.815350597993827,-14.317824556327162,4.541666666666667
5ab05b6d86d417796c69ffd6774ec832,10,12,2142.85,12.587885802469136,-12.762262731481483,3.6666666666666665
d29ba1220fb8634fa3a107e54497b8a4,9,9,907.86,6.488707561728393,-12.357611882716048,3.2222222222222223
0cbcee27c791afa0cdcb08587a2013a8,39,41,6141.310000000002,13.417264756944444,-14.630214988425928,3.8536585365853657
82e0a475a88cc9595229d8029273f045,41,79,12204.440000000002,15.229309858736944,-7.650557187796772,3.4683544303797467
23613d49c3ac2bd302259e55c06c050c,66,75,5000.090000000001,13.648153703703702,-10.570431790123456,3.7027027027027026
d13e50eaa47b4cbe9eb81465865d8cfc,67,69,8012.839999999997,4.972586465141611,-4.1576143790849684,4.811594202898551
751bdc4d83a466c7206cd42e8f426b03,54,71,7703.740000000003,11.123993225762531,-11.091632625272332,3.6231884057971016
9aa388272ee334b6ae07bc73706e254a,6,7,861.46,7.597832341269841,-15.517825727513227,3.857142857142857
3935fe5fe0f82787a9dcb8deb62be09d,15,16,1914.9799999999998,11.018807146990742,-9.454594907407408,3.9375
901b460cdce0c64e471230d7f2f9f3a3,5,5,2012.56,15.513745370370367,-18.202733796296293,4.4
3d4b1ae7539303b5704493798893e82c,6,9,1221.69,11.561568930041151,-9.742773919753088,4.666666666666667
d6b1ce66b035a475f00c017792ff9769,92,108,14315.880000000001,10.1714947702332,-11.94156775120027,4.165048543689321
c013e57c075a06e5b5c48ee03c525719,42,45,2828.659999999999,9.355028806584361,-10.871121656378602,4.155555555555556
681fce914360217db47784ae28905a96,23,24,4571.799999999999,12.736270736882718,-12.506877893518515,3.869565217391304
788f22bafdd7ab0e1e79f19db72f16a4,2,2,152.04000000000002,3.541741898148148,-5.17072337962963,4.5
381c83fdca332ea6afd896da20bf6e4a,44,44,6563.319999999998,12.9166074810606,-14.953972274831647,4.363636363636363
0b18d63d0cd1d723567903fd34a07df2,9,14,1944.0299999999995,6.88448578042328,-15.036487268518519,4.785714285714286
c8467937e403e76a8ee9f0ab13f6f5ef,30,33,2442.7400000000002,16.679165614478116,-8.78999298540965,4.133333333333334
579891617139df7d8671d373f0669622,8,8,408.5,18.420879629629628,-10.105457175925926,4.5
67bf6941ba2f1fa1d02c375766bc3e53,9,14,3940.2999999999997,5.4727926587301585,-9.969933035714288,4.5
39d61be7a92eb77b7da367bd4845bc0e,7,14,909.6199999999999,10.633196097883598,-10.387875330687836,4.214285714285714
014c0679dd340a0e338872e7ec85666a,11,12,4831.29,17.163502121913577,-14.27539351851852,3.8333333333333335
391bbd13b6452244774beff1824006ed,2,2,163.2,44.565300925925925,24.027685185185184,1.0
b8a0adc91af209270c2c725168eb00fd,6,6,388.49,11.105634645061729,-12.648800154320988,4.0
31be790e64fc99f8ff48ec2bd18a3104,6,6,313.68,6.493200231481482,-2.1689023919753088,4.333333333333333
834f8533b2ecb6598dd004ff3de7203a,43,47,5496.3099999999995,15.047818672839506,-6.021756430041153,3.723404255319149
179d859f51292aac5c10806a356f7af9,18,19,800.2699999999999,9.148045199805068,-9.134731968810916,4.315789473684211
d9442042130b7fe579d1295f9f4a248f,19,22,1111.0400000000002,11.436601957070705,-7.20960805976431,4.2272727272727275
7ecd59e5e20407131822c1a68ac59c1f,24,29,2054.5200000000004,17.430864463601537,-11.089963282247766,4.482758620689655
e73bf2cea7fe4b0b4d287a7568ed1099,4,5,837.83,4.831981481481482,-25.342541666666666,5.0
9853a239ab7b7ebbdc3a21248d5b8e1f,5,5,471.01,17.958078703703706,-12.69683449074074,3.8
7c1fea10b5b006671d608b1d7c446ec4,14,14,647.75,16.23116898148148,-10.085941633597884,4.0
5444b12c82f21c923f2639ebc722c1ea,1,1,179.46,,,4.0
08d0949a9a17c027262db1f3c450c26c,12,12,557.8399999999999,14.330144675925927,-11.100522762345678,3.75
fe8055980a4ff7f64ed889c2b5926929,3,3,249.98,6.485983796296296,-14.510189043209877,4.666666666666667
54065e9aef7e9e9c2dc23b7594db021a,12,12,5466.55,11.532178240740741,-23.878616898148145,3.75
152ee17e4c8aaf53dac99f3462e4999b,6,6,404.92999999999995,10.735235339506174,-13.563597608024692,4.333333333333333
55dedd83e501d8248880557d9073cbfd,8,9,1166.0900000000001,4.488298611111111,-7.868019547325103,4.888888888888889
27a56ff04b34c2ba34ce6ba4d3b9d616,8,8,452.27,12.881733217592593,-9.328110532407408,4.125
70b52a4cfc823994561b00bad161b4ed,8,10,685.35,12.360554398148144,-25.740218750000004,4.5
94b9108d4b637ba65bb4f1e53cfcf8d8,7,8,334.09,16.451164641203704,-2.5371715856481476,4.5
5a425cc503b39b262a847fd6212bf53b,15,15,1630.1000000000004,6.823572255291006,-9.11861193783069,4.214285714285714
17f51e7198701186712e53a39c564617,1,1,614.21,15.998090277777775,-16.343993055555554,5.0
461ff5303b6c9c1a4a07f40c5aece516,3,3,161.43,6.6001157407407405,-15.089513888888888,3.6666666666666665
228e4c1a0be164f613d41c24345f9d2c,4,4,573.74,10.969768518518519,-19.703761574074075,5.0
2dcf93836ae3ce0d7c93e2f10876467a,9,12,1622.44,6.535892168209877,-8.46911361882716,4.166666666666667
6ec1a01e866584bb679eb9b098345919,29,30,3959.1900000000005,14.483353687739463,-4.226109115581097,4.214285714285714
fa14641f57b655e933124a9ea49cd7a5,7,7,442.9899999999999,6.980003306878307,-11.394869378306879,4.571428571428571
f1fd5ab1181f827ffad998c1a5de7d74,7,7,868.91,8.076484788359789,-8.526934523809524,4.571428571428571
6861de0f40cacb0602e473c51639f980,4,7,308.41999999999996,10.8820916005291,-23.218171296296298,2.2857142857142856
a1bea7061f61f6fdd9a85a6325ba1033,9,9,910.8799999999999,4.491721965020577,-5.353671553497943,4.444444444444445
fc59392d66ef99377e50356ee4f3b4e1,5,5,606.96,7.950819444444444,-13.597136574074074,3.6
431050a06a317f2b38168dec3dcd2b46,12,12,1720.95,8.922488425925927,-13.318586805555555,4.25
23ff42c4bf1f8f16cddb19d8b972974a,2,3,227.67000000000002,12.354687499999999,-15.572175925925928,4.333333333333333
30c7f28fd3a5897b2c82d152bb760c17,5,5,869.4399999999999,20.110431134259258,-0.3183420138888886,2.0
7c4618c82226628831613e95e9c22f44,13,13,499.47,11.065274216524218,-7.111040776353276,4.076923076923077
3f9c56764fabca627406093dcb3ef0b4,7,7,1014.9499999999999,8.48726355820106,-10.519204695767197,4.714285714285714
e1643dff33666ca629e3644c02738179,3,3,199.31,4.555775462962963,-11.630702160493827,4.333333333333333
8bd0e3abda539b9479c4b44a691be1ec,7,13,845.34,22.936135223765433,-12.509395254629629,1.6923076923076923
6d7f8d9d594e28796b6b3205b00f459c,3,3,477.01,15.288040123456788,-4.431628086419753,3.6666666666666665
cb5ff1b9715e99589f3e0c7a6afab9e3,4,4,139.03000000000003,6.083770254629629,-11.581912615740741,4.0
404e1ba01358af4cd63f679b2c4d1fa1,8,12,551.73,7.705353009259258,-18.9023119212963,5.0
626ab1cd96932367f0eeec2e47046c12,3,3,1390.4699999999998,7.193283179012345,-13.203672839506174,4.666666666666667
b452cb0ae35044c4a53179c39f49fb06,2,2,101.98999999999998,16.722858796296297,-8.14185763888889,4.0
6b15924333bd1a741595fe981ea04822,21,21,854.4599999999999,7.780927579365079,-10.68516093474427,4.666666666666667
9198786624eaeb375793215cad26cfa6,9,10,1118.3700000000001,12.38256044238683,-18.365036008230454,3.9
714b9a1332840f257b49f476bea4e341,6,6,1658.09,32.30243055555556,4.745906635802469,3.3333333333333335
a90a5da8b09e44264a177c0374a5ac87,3,3,147.3,9.380806327160494,-16.485586419753087,4.333333333333333
7b98de631987e26dd6d803490c43a13c,8,8,778.6300000000001,10.583616898148149,-11.796549479166666,4.625
f650a9708fa1bab22bdd8d3a818cc415,5,5,594.58,15.323486689814816,-20.70964699074074,3.4
968268a686aa05d1f529fb07dff08130,12,12,4880.839999999999,9.40315586419753,-11.033559027777779,3.5
c878515173c84a492ebe50d6b493230b,9,10,1308.0399999999997,15.808011574074072,-12.602134259259259,4.2
f1b93673502375d491780bb49d615dbc,8,10,2959.2800000000007,12.99278240740741,-5.786733796296297,2.7
6b9b80d53ba3676eafe60268a810b5a1,10,10,1055.66,12.04213220164609,-14.49781378600823,3.9
79a679c36c08d606b3fd47ead9de109b,3,7,1072.22,10.025785383597883,-6.157607473544973,2.7142857142857144
8a43128d7f9a3db592b866e6861a6cce,3,4,1058.49,6.657034143518518,-21.22814525462963,2.0
51209b446b2073894bdc0face6c73ffc,2,4,438.88,9.960538194444446,-16.43596064814815,4.0
fc99f99385ae90f66f01733856fb88c9,1,1,111.02000000000001,,,1.0
7354220fb240bde543b3c40c060d41e7,7,7,837.1299999999999,11.09848544973545,-14.948169642857144,4.571428571428571
55c96925041a14097b6a7825554f4ad5,6,10,483.3700000000001,11.09332561728395,-8.61478202160494,3.2
e5c84227854980f1db19a58958c551d9,4,4,141.64000000000001,10.187983217592594,-9.778191550925925,4.75
a63bfbaa882c8f4542891b4e2246cc7f,2,2,1235.5900000000001,8.077702546296296,-5.637355324074075,5.0
06532f10282704ef4c69168b914b77be,3,3,1124.46,11.570144675925926,-11.862667824074073,3.0
8e34331b7eedd03be4e5d965c1956225,5,5,210.44,13.948203703703706,-7.075113425925926,4.8
b56828a9f9027f3c918c04ca720d9e3c,3,3,471.61,16.972858796296297,-8.498858024691359,2.6666666666666665
f114dca2828bf718548db175ebe2cfcd,1,1,152.99,10.483483796296296,-21.470324074074075,1.0
70f84699be677ec988d1fa824aef7d90,5,5,1704.44,17.529266203703706,-9.732756944444443,4.6
2039c5e51785b5dde7cf93ccb3b7be2c,1,1,173.68,8.269247685185185,-7.188472222222222,5.0
4dab98ca6cd6d3df586203cefd28a042,1,1,173.23000000000002,28.008784722222224,-0.4294791666666667,5.0
83c8aafbefb034674a70de0eac5b8954,2,2,185.87,5.073425925925926,-15.757881944444446,5.0
04aa0a1c5ce6b222003403a3e11c3cc0,9,15,5313.439999999999,16.31928163580247,-17.177915123456792,3.4
d52cbce9845184537284a23c3bc3da0e,2,4,138.78,10.566354166666667,-20.696006944444445,5.0
02a2272692e13558373c66db98f05e2e,2,2,93.85,,,3.0
edb58a1390adf273840030a3d6253829,1,1,58.28,5.503541666666667,-11.027199074074074,5.0
7994b065a7ffb14e71c6312cf87b9de2,5,7,597.34,8.704467592592591,-21.731317791005292,5.0
56db5c0782e8f7ddc9343f9576ff6d16,2,2,791.9499999999999,9.917291666666667,-20.691354166666667,3.0
3ea00e1dea2b0659dbaf654735929220,7,7,649.97,11.446294642857143,-19.620291005291,4.857142857142857
968ee78631915a63fef426d6733d7422,2,2,521.67,15.264716435185186,-15.864334490740742,3.0
a1ed30492b3b798bc121845bc4aa7366,1,2,65.5,,,3.0
72431a818f97fe6ab9c81eee3e297e54,1,1,249.39000000000001,12.434548611111111,-14.09119212962963,5.0
aa8af66c623d7d544dfe4bb85b5ebe3b,1,1,114.57,8.003946759259259,-17.172303240740742,5.0
4d0041cdbe51b4617d95c70b19decc74,5,5,1188.24,7.904090277777778,-6.9906041666666665,4.8
a9ae440659f48b7849df83e82734150b,1,1,312.02,13.342361111111112,-31.108541666666667,5.0
31eec405c9bb71dec8e2629a92e764fa,4,4,264.09000000000003,7.243585069444444,-13.795729166666668,4.5
ab3e0c171fe84a7ba7de130f19cfb485,7,10,1035.7,19.90822585978836,-8.412991071428571,3.2
457fe919b032a3f7dadba6fb92cf7855,9,12,1246.11,5.955726273148149,-6.17477912808642,4.833333333333333
c963a25b8671419c6ce9eebe8fd03218,1,1,68.32,6.8539814814814815,-14.084467592592592,5.0
6a3139c7bf09ece22a4713d956acbe5e,1,1,76.64,3.873518518518519,-12.218449074074076,5.0
7c9130f5f3729edd32aa059141d92484,3,4,193.14999999999998,7.129021990740741,-15.493469328703704,3.75
8e4f041ff58e7845456d3482524014b3,2,2,182.39000000000001,24.080474537037034,-7.676157407407407,3.0
a9b533a26e898b12e8b8d4c07279bf4d,4,4,191.06,15.162638888888889,-9.66724537037037,5.0
0ade5cc4a305ed7093a23f68ca47519c,2,2,201.26999999999998,6.875769675925927,-20.133894675925923,5.0
29c322e3f09f886f8bacbe91dfbd979e,1,2,105.57,6.673425925925926,-19.433483796296297,5.0
204b4e07bddef3c9b317f70189135b22,1,1,88.13000000000001,10.187997685185184,-10.083055555555555,5.0
003554e2dce176b5555353e4f3555ac8,1,1,139.38,4.646805555555556,-26.06679398148148,5.0
5cf1ec37aea089f45110c70653a166ab,3,3,93.1,21.465109953703703,-8.443744212962962,3.6666666666666665
001e6ad469a905060d959994f1b41e4f,1,1,267.94,,,1.0
fcba71d4d5db057f43249145e4eb1e27,3,3,548.27,18.62317901234568,-6.908395061728395,4.666666666666667
4c4d546adf3c3868fe19c9ec6e9ffda9,2,3,157.08999999999997,6.738341049382716,-15.781496913580249,3.6666666666666665
533d46c1b06970e99f09523a61df4972,2,2,192.62,16.602592592592593,-9.600376157407409,4.5
a72f15980dc3e9bfd1a49ac9b2f3af65,1,1,108.63000000000001,5.1416203703703705,-13.178680555555555,4.0
f3511c85f59f8dec53d140501ee8e7a8,1,1,78.01,1.9164930555555555,-9.247685185185183,5.0
9c57bc60cfad5ee62d35d3f1ce4593a1,1,1,195.43,37.03043981481481,14.595949074074074,1.0
de09d00cfc265b8804c7df34075a68fa,3,3,827.97,6.152604166666666,-16.19844135802469,3.3333333333333335
8501d82f68d23148b6d78bb7c4a42037,1,1,30.66,,,1.0
b76f4d90e85657a240495c876313adc5,1,1,318.3,2.6615972222222224,-5.402083333333334,5.0
4b90495391ac0bd181a80a459df1e718,1,1,266.11,11.879664351851853,-38.18653935185185,4.0
eb1bf309f4f6af9a97e9ddac3fdbeabe,1,1,31.18,8.489652777777778,-9.048078703703704,5.0
aded58c8142dedc5494a81f948431fab,4,5,379.48,8.000819444444444,-13.864150462962963,3.2
443d880f15cbd3572885e1d44bf2c478,1,2,125.0,12.403761574074077,-13.201458333333331,2.0
bbe87dce25ba8b38bb61cc7210a3f10b,2,2,355.39,6.258229166666666,-16.334878472222222,5.0
3bfad056cf05c00dabe2f895925d83b1,1,5,253.35000000000002,,,1.0
56a8b450e802502ba53a9885ee38e29f,1,1,77.65,,,1.0
dd5450b022b2d00a2145a66331e1aef6,1,1,81.34,7.1822337962962965,-31.30633101851852,5.0
8936ba0de1073ee888cb3185ae5dc661,1,1,412.21000000000004,13.190671296296296,-9.438912037037037,5.0
7816cd9c5b1238e320545f5bf7eb80e8,1,1,511.76,10.901851851851852,-13.2021875,4.0
70c4eedec9cb4a85cda2f3f9673557b4,2,2,512.5500000000001,7.002696759259259,-16.30439814814815,5.0
b3809b8d4394588a47c8470ea331e135,1,1,96.88,5.049641203703704,-7.1260763888888885,4.0
2078fe5066350e7d220c0ad3a3bbc6c1,1,1,68.03999999999999,,,2.0
20f0aeea30bc3b8c4420be8ced4226c0,1,1,29.42,44.71587962962963,13.51722222222222,
cd843d4cf8ef32827de0396605163ba3,0,0,,,,
2a167ca73899c85001a837d8fb4962f6,0,0,,,,
400f221ab83037c0ea78f1267da9624d,0,0,,,,
491a5ada3aa1678414e990262c4bbdc1,0,0,,,,
010543a62bd80aa422851e79a3bc7540,0,0,,,,
7c67e1448b00f6e969d365cea6b010ab,895,1241,207362.41999999966,22.011803313899385,-10.710282523710946,3.3821862348178136
8b321bb669392f5163d04c59e235e066,943,1018,31692.05000000001,12.616898723972708,-9.298743101621517,3.995069033530572
8a32e327fe2c1b3511609d81aaf9f042,132,180,8792.040000000014,9.098777531229453,-13.566509012710918,3.7752808988764044
0887a9f087bcd5d9f6642b52f897fc6c,12,12,1862.35,14.240796682098768,-11.862310956790125,4.416666666666667
00720abe85ba0859807595bbf045a33b,13,26,1323.48,8.532746171652422,-12.015145566239315,3.6538461538461537
702835e4b785b67a084280efca355756,1,1,18.560000000000002,1.804039351851852,-22.516712962962963,5.0
822bad9bc42b51213ba522fe87b7ab5d,16,16,4087.6600000000003,26.795840567129627,-0.5671708622685183,4.0
323ce52b5b81df2cd804b017b7f09aa7,30,30,2955.6700000000005,17.057155970625804,-4.942940213920818,4.310344827586207
7ad32824caee82087b3e2e5f33b1bf32,150,183,25771.85000000001,11.519284023898203,-9.820267367577072,3.761111111111111
2138ccb85b11a4ec1e37afbd1c8eda1f,396,429,18426.25000000002,11.263819941660039,-12.040642927384424,3.897196261682243
42b729f859728f5079499127a9c2ef37,104,132,5434.069999999999,7.894494098105737,-6.545171225614929,4.3538461538461535
6a38087bc8ad4f89ff453561005f6dea,15,22,2381.35,11.966243686868687,-11.120731271043768,4.409090909090909
bf84056e679dbe9c69929847a40e338f,36,40,2477.3199999999997,12.355448647660815,-5.742962049220273,3.725
3bb548e3cb7f70f28e3f11ee9dce0e59,45,52,7843.540000000001,10.416071047008542,-17.420058315527065,3.9615384615384617
11bfa66332777660bd0640ee84d47006,76,102,5608.540000000006,16.166192696986204,-8.10783076888163,3.803921568627451
229c3efbfb0ea2058de4ccdfbc3d784a,121,148,18106.57,10.838898148148143,-11.67173499361431,3.643835616438356
7d7866a99a8656a42c7ff6352a433410,5,5,207.38000000000002,4.886585648148149,-7.450388888888888,4.4
6b536a23086fba0d58c08d68814397f6,19,23,2437.97,14.157081228956228,-10.724089856902358,3.9130434782608696
3c7c4a49ec3c6550809089c6a2ca9370,140,159,5770.140000000013,9.75916563458362,-8.564721485020048,3.7232704402515724
325f3178fb58e2a9778334621eecdbf9,36,46,1433.3700000000001,6.277807467793881,-11.373796296296293,4.456521739130435
b76dba6c951ab00dc4edf0a1aa88037e,159,169,4881.880000000003,10.246473372699048,-16.150682731758696,4.149700598802395
51702dc2a3e106c76dbff722b5bf0726,11,12,2548.2300000000005,13.03490547839506,-14.931293402777776,4.5
5a8e7d5003a1f221f9e1d6e411de7c23,139,181,13866.189999999993,10.46790567452928,-11.78022650268984,4.1722222222222225
aaed1309374718fdd995ee4c58c9dfcd,104,111,11393.649999999994,12.132794086700342,-16.703459490740745,4.081081081081081
070d165398b553f3b4b851c216b8a358,31,38,3929.8199999999997,10.785628128128128,-8.462746183683684,3.4594594594594597
9c7fd21e0aa159b20da593371f08ff7c,7,8,921.8000000000001,6.707254050925926,-10.173272569444446,3.375
0bae85eb84b9fb3bd773911e89288d54,136,145,10279.839999999995,10.26031346450617,-14.584851224922842,4.206896551724138
2199e7fe213c16213bf5d6a7eadc9a5d,25,31,4647.780000000001,11.147219135802471,-12.574045138888891,4.290322580645161
ea00f977a203ff88adf7057cb7806998,19,19,573.3999999999999,5.417617669753088,-5.532168209876543,4.105263157894737
b01c2b7b8599b325103ebcddc67413e1,4,4,242.11999999999998,8.455002893518518,-9.419817708333333,4.75
2aa3443d7bf9d9bb11133f420d75e083,10,10,781.12,10.573586805555557,-8.216180555555557,3.0
1996942dc085d7773ba77a529b163cd0,10,10,3183.43,11.793770576131685,-17.953494084362138,3.9
e49c26c3edfa46d227d5121a6b6e4d37,34,35,4496.999999999999,11.83490570533769,-18.800273352396516,4.4
e2aee0892199b1d92530e371abd825bf,24,27,4605.97,15.047970085470087,-14.251363960113963,3.4814814814814814
9646c3513289980f17226a2fc4720dbd,71,78,4247.3200000000015,12.62450231481482,-12.230655305799216,4.256410256410256
af7cdac9d9897cddead9c6b08976c642,6,6,694.01,15.225084876543212,-6.911259645061729,3.6666666666666665
318f287a62ab7ac10b703ac37435a231,52,62,3634.6000000000004,12.170947366423803,-8.813768973891923,3.870967741935484
d57e18d5f73c7ccb7f7339b61166898d,61,63,4111.190000000002,9.040871546149324,-10.781560295414463,4.444444444444445
8ae520247981aa06bc94abddf5f46d34,62,62,15505.080000000009,10.79494772998805,-15.809503248207886,4.419354838709677
dbb9b48c841a0e39e21f98e1a6b2ec3e,108,118,8768.259999999998,9.954499470338982,-11.162447328154425,4.203389830508475
11eac105f3f90a9b87b19c89d91e24f3,5,5,927.8299999999999,9.12383101851852,-13.247516203703702,3.6
9de4643a8dbde634fe55621059d92273,72,81,19282.409999999996,15.00174354138089,-10.916403463648834,4.530864197530864
7e1fb0a3ebfb01ffb3a7dae98bf3238d,159,174,30335.92999999997,15.597190102454537,-10.121788845058083,4.133720930232558
dd2bdf855a9172734fbc3744021ae9b9,108,113,12853.88000000001,15.247500736531988,-22.091914351851848,3.803738317757009
4f0d637c1197fd65405ebd755ac9f86b,2,2,232.47,7.353680555555556,-16.264751157407407,5.0
87d30a6a0cbf89356e49324971ab1d24,17,17,2349.9100000000003,11.212977260348582,-10.146539351851855,4.352941176470588
21c62b998a043ebe31161d38f84929fc,4,4,841.33,13.30330439814815,-15.420567129629632,4.5
e2c92f9c1c7746d899d18f2e158bbff7,13,13,2041.61,8.789081439393938,-9.670051557239058,4.076923076923077
ec2e006556300a79a5a91e4876ab3a56,4,8,191.23999999999998,13.50111689814815,1.5947395833333333,1.375
094ced053e257ae8cae57205592d6712,19,19,1978.2299999999998,12.158787158869396,-14.948047636452241,4.052631578947368
53d00c40e32aeb924a84ce72b1af869d,17,17,2462.0700000000006,16.04892020697168,-6.7428867102396515,4.352941176470588
960945e1a9535cbc0cd6ddd35fbe7ae8,28,29,3861.5299999999997,6.061004150702426,-9.338018837803322,4.655172413793103
6b90f847357d8981edd79a1eb1bf0acb,43,45,3682.719999999999,5.403807613168722,-8.133642746913583,4.333333333333333
33cbbec1e7e1044aaf11d152172c776f,14,15,959.06,7.523483024691359,-15.407004629629627,4.733333333333333
6524b847b982cd56bb5d4b02b776ee42,1,2,834.9399999999999,42.330416666666665,16.81855324074074,4.0
0ddefe3c7a032b91f4e25b9c3a08fca1,9,10,552.9,8.622295138888889,-7.943556712962963,4.5
2a5b78b41cd05baeac8df54c6606b92c,33,43,5756.7,9.542973998708009,-15.998335755813953,4.162790697674419
729f06993dac8e860d4f02d7088ca48a,66,85,10514.88,8.957584463183426,-12.691236910273377,4.552941176470588
817f85dbb65aa3e70831d90fe75cdf89,11,11,1783.8900000000003,18.119800084175083,-24.93335437710438,4.545454545454546
093805f8f2aeb63881444571e1f48f30,22,27,1559.7299999999998,8.165878772290808,-10.041111111111112,3.814814814814815
fffd5413c0700ac820c7069d66d98c89,47,47,7181.109999999997,14.33260519547325,-9.511341306584363,3.847826086956522
bd697db56ff8e7c9cd1abeb7f72029b2,22,22,3415.2000000000003,10.883916997354497,-11.971464947089945,4.181818181818182
b98b715fe9e276204e2a3464f48cd796,6,6,517.62,11.317511574074075,-22.446293402777776,3.3333333333333335
b6dc74ed30f124f95227bed4e43a3bed,11,13,747.5899999999999,17.645445601851854,-10.561546296296296,3.8461538461538463
ecccfa2bb93b34a3bf033cc5d1dcdc69,15,19,1601.3500000000001,35.133161168981474,-13.072398726851848,2.3333333333333335
1ce3ae5a399804d1a87e706f8a813c3e,40,44,3416.690000000001,13.677545244107746,-15.56543849957912,3.727272727272727
