product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,volume_cm3,weight_kg,density_g_cm3
c78b767da00efb70c1bcccab87c28cd5,informatica_acessorios,35.0,1101.0,2.0,300.0,42.0,2.0,30.0,computers_accessories,2520.0,0.3,0.11904761904761904
a0253d43394dd4da9a5d7b1f546f1a32,informatica_acessorios,59.0,1890.0,2.0,740.0,23.0,13.0,13.0,computers_accessories,3887.0,0.74,0.19037818368922046
051b9ff13dd55c0a6655a15ff296f80d,esporte_lazer,50.0,529.0,2.0,3600.0,62.0,23.0,23.0,sports_leisure,32798.0,3.6,0.10976279041404964
47859fca9dd7485cbd93c3e8993bb74f,cama_mesa_banho,45.0,206.0,1.0,650.0,16.0,10.0,16.0,bed_bath_table,2560.0,0.65,0.25390625
e1d1d22e9f8122a4ec1533b032c12562,ferramentas_jardim,49.0,1163.0,9.0,2150.0,70.0,8.0,34.0,garden_tools,19040.0,2.15,0.11292016806722689
20e37962088a4061d3578def47a8648b,moveis_decoracao,60.0,208.0,1.0,800.0,40.0,10.0,34.0,furniture_decor,13600.0,0.8,0.058823529411764705
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,57.0,476.0,1.0,8950.0,52.0,51.0,17.0,office_furniture,45084.0,8.95,0.19851832135569158
ce5b91848b91118daffb3af53b747475,esporte_lazer,50.0,699.0,4.0,1388.0,34.0,9.0,31.0,sports_leisure,9486.0,1.388,0.14632089394897743
5370b82a213393979691c98074265584,bebes,52.0,708.0,9.0,7950.0,33.0,30.0,44.0,baby,43560.0,7.95,0.1825068870523416
b8dac5113b06a97e64943234522572b9,automotivo,43.0,1062.0,2.0,6000.0,87.0,3.0,42.0,auto,10962.0,6.0,0.5473453749315819
750cf819d127191920eda79a4b6fb479,eletronicos,31.0,806.0,1.0,263.0,18.0,12.0,16.0,electronics,3456.0,0.263,0.07609953703703703
e6af694343b45b56304ad91974a110b9,utilidades_domesticas,37.0,352.0,1.0,3900.0,19.0,20.0,15.0,housewares,5700.0,3.9,0.6842105263157895
680874c570dad71c0a2844cfbf417054,moveis_decoracao,47.0,502.0,1.0,600.0,25.0,25.0,25.0,furniture_decor,15625.0,0.6,0.0384
8b3a9476f74f5297f7ff0ec6d95fe1ea,moveis_decoracao,63.0,254.0,2.0,2050.0,49.0,13.0,41.0,furniture_decor,26117.0,2.05,0.07849293563579278
1c6fb703c624b381a20f21f757694866,brinquedos,33.0,471.0,2.0,725.0,22.0,17.0,15.0,toys,5610.0,0.725,0.12923351158645277
db46052aed7dff59ba38cf2fe29b87f9,cama_mesa_banho,56.0,509.0,4.0,6350.0,45.0,15.0,35.0,bed_bath_table,23625.0,6.35,0.2687830687830688
b864b103180d5a6a3f830e67f93e8735,bebes,47.0,980.0,4.0,600.0,70.0,11.0,11.0,baby,8470.0,0.6,0.07083825265643448
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,38.0,1701.0,2.0,11750.0,18.0,40.0,79.0,cool_stuff,56880.0,11.75,0.20657524613220815
83b9bc6aae6f527ff6aafb9e01d6cbf3,brinquedos,20.0,866.0,3.0,2550.0,22.0,32.0,38.0,toys,26752.0,2.55,0.09531997607655503
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,38.0,1176.0,3.0,15350.0,47.0,40.0,47.0,cool_stuff,88360.0,15.35,0.17372114078768675
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42.0,303.0,2.0,1300.0,25.0,16.0,25.0,furniture_decor,10000.0,1.3,0.13
c3b7e4d83e530c27a8e6368296aece48,moveis_decoracao,60.0,1972.0,2.0,850.0,69.0,11.0,11.0,furniture_decor,8349.0,0.85,0.10180859983231524
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,60.0,330.0,1.0,1300.0,19.0,28.0,17.0,health_beauty,9044.0,1.3,0.14374170720919946
5eaa343860dc445b3fd43d1b682809fd,esporte_lazer,53.0,3218.0,5.0,4800.0,60.0,30.0,15.0,sports_leisure,27000.0,4.8,0.17777777777777778
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,55.0,410.0,2.0,1300.0,36.0,16.0,24.0,cool_stuff,13824.0,1.3,0.09403935185185185
334479e94cba98064050db1c9636e244,automotivo,57.0,311.0,1.0,220.0,18.0,14.0,17.0,auto,4284.0,0.22,0.051353874883286646
3fcd8dfe610c62edfb51de2630cd9ef4,bebes,50.0,509.0,4.0,5700.0,41.0,17.0,49.0,baby,34153.0,5.7,0.1668960267033643
4c8056caed5757810b9a68b83c3759e6,malas_acessorios,53.0,1291.0,2.0,450.0,20.0,40.0,30.0,luggage_accessories,24000.0,0.45,0.01875
30e77af9e7759bbaa0305d2fbc605dc4,fashion_calcados,60.0,402.0,2.0,2000.0,32.0,12.0,37.0,fashion_shoes,14208.0,2.0,0.14076576576576577
92bf5d2084dfbcb57d9db7838bac5cd0,telefonia,51.0,427.0,2.0,100.0,19.0,3.0,11.0,telephony,627.0,0.1,0.1594896331738437
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,58.0,1252.0,1.0,1100.0,30.0,20.0,23.0,cool_stuff,13800.0,1.1,0.07971014492753623
1065dbb6b0bf03daaedab1236979e296,papelaria,49.0,488.0,3.0,1400.0,38.0,40.0,39.0,stationery,59280.0,1.4,0.023616734143049933
0d826eba8e0a2ae3bca9e3a947dd756d,brinquedos,50.0,423.0,4.0,250.0,20.0,14.0,12.0,toys,3360.0,0.25,0.0744047619047619
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,47.0,956.0,1.0,1050.0,25.0,20.0,14.0,sports_leisure,7000.0,1.05,0.15
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,59.0,144.0,1.0,500.0,24.0,7.0,16.0,stationery,2688.0,0.5,0.18601190476190477
36555a2f528d7b2a255c504191445d39,beleza_saude,51.0,1069.0,1.0,1467.0,23.0,16.0,20.0,health_beauty,7360.0,1.467,0.19932065217391304
22937a73f92a33040ab4e2540355a5d8,fashion_bolsas_e_acessorios,50.0,554.0,3.0,100.0,16.0,5.0,11.0,fashion_bags_accessories,880.0,0.1,0.11363636363636363
dc21247da0290904ffbbcd5953c76f95,papelaria,41.0,92.0,1.0,100.0,16.0,5.0,16.0,stationery,1280.0,0.1,0.078125
9020ce7adcc384b2899ae87ddc54767b,papelaria,43.0,198.0,2.0,300.0,23.0,7.0,15.0,stationery,2415.0,0.3,0.12422360248447205
bfc1d1c62b1f7f401d8d9dda962bb870,esporte_lazer,50.0,255.0,2.0,950.0,60.0,15.0,15.0,sports_leisure,13500.0,0.95,0.07037037037037037
6fef6d87bb6c2eb11d57a967209219a8,ferramentas_jardim,33.0,200.0,1.0,250.0,17.0,3.0,11.0,garden_tools,561.0,0.25,0.44563279857397503
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,55.0,1067.0,1.0,12000.0,27.0,50.0,53.0,computers,71550.0,12.0,0.16771488469601678
94080f9219044d897195e2be145945dc,automotivo,60.0,1543.0,6.0,921.0,17.0,9.0,16.0,auto,2448.0,0.921,0.3762254901960784
d0389f20b3d11de54e1e4561df147683,casa_construcao,55.0,1441.0,1.0,10000.0,60.0,25.0,25.0,home_construction,37500.0,10.0,0.26666666666666666
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56.0,489.0,2.0,250.0,16.0,11.0,11.0,watches_gifts,1936.0,0.25,0.12913223140495866
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,57.0,992.0,3.0,1200.0,44.0,20.0,20.0,cool_stuff,17600.0,1.2,0.06818181818181818
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,54.0,339.0,1.0,4800.0,25.0,8.0,25.0,construction_tools_construction,5000.0,4.8,0.96
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,54.0,463.0,1.0,700.0,40.0,20.0,20.0,pet_shop,16000.0,0.7,0.04375
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40.0,1469.0,3.0,1050.0,18.0,21.0,27.0,health_beauty,10206.0,1.05,0.102880658436214
278b3c6462e86b4556b99989513ddf73,eletroportateis,58.0,587.0,3.0,350.0,20.0,20.0,20.0,small_appliances,8000.0,0.35,0.04375
0d009643171aee696f4733340bc2fdd0,perfumaria,52.0,150.0,1.0,422.0,21.0,16.0,18.0,perfumery,6048.0,0.422,0.06977513227513228
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,51.0,484.0,1.0,317.0,19.0,13.0,16.0,watches_gifts,3952.0,0.317,0.08021255060728745
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,39.0,430.0,1.0,16400.0,63.0,66.0,56.0,agro_industry_and_commerce,232848.0,16.4,0.07043221328935614
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22.0,1313.0,1.0,938.0,29.0,22.0,23.0,health_beauty,14674.0,0.938,0.06392258416246423
3569d4374a919941a50f57371b1dc93d,beleza_saude,37.0,1168.0,1.0,2700.0,21.0,16.0,31.0,health_beauty,10416.0,2.7,0.25921658986175117
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,39.0,1146.0,1.0,1750.0,30.0,18.0,30.0,bed_bath_table,16200.0,1.75,0.10802469135802469
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42.0,671.0,1.0,3850.0,29.0,12.0,24.0,garden_tools,8352.0,3.85,0.46096743295019155
b1eae565a61935e0011ee7682fef9dc9,perfumaria,49.0,460.0,2.0,267.0,17.0,13.0,17.0,perfumery,3757.0,0.267,0.07106734096353473
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59.0,2367.0,3.0,16200.0,55.0,40.0,40.0,musical_instruments,88000.0,16.2,0.18409090909090908
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,54.0,381.0,2.0,1400.0,38.0,9.0,27.0,bed_bath_table,9234.0,1.4,0.15161360190599957
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,50.0,607.0,1.0,6450.0,100.0,10.0,11.0,bed_bath_table,11000.0,6.45,0.5863636363636363
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,59.0,1750.0,3.0,2300.0,105.0,3.0,70.0,furniture_decor,22050.0,2.3,0.10430839002267574
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55.0,163.0,2.0,300.0,25.0,8.0,18.0,computers_accessories,3600.0,0.3,0.08333333333333333
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43.0,101.0,1.0,600.0,50.0,10.0,12.0,sports_leisure,6000.0,0.6,0.1
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,60.0,2497.0,1.0,3600.0,20.0,20.0,20.0,health_beauty,8000.0,3.6,0.45
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60.0,1146.0,6.0,150.0,20.0,24.0,33.0,health_beauty,15840.0,0.15,0.00946969696969697
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57.0,900.0,4.0,400.0,16.0,4.0,11.0,sports_leisure,704.0,0.4,0.5681818181818182
64c8f1a52b407d92518a1f8b79240a70,telefonia,49.0,319.0,1.0,100.0,18.0,6.0,11.0,telephony,1188.0,0.1,0.08417508417508418
af16005fca813272caf59c432153949e,moveis_decoracao,55.0,1186.0,2.0,800.0,53.0,8.0,20.0,furniture_decor,8480.0,0.8,0.09433962264150944
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58.0,703.0,6.0,5250.0,47.0,19.0,23.0,auto,20539.0,5.25,0.2556112761088661
d8a405c732027a2af3187b031890933d,automotivo,50.0,361.0,1.0,200.0,35.0,4.0,26.0,auto,3640.0,0.2,0.054945054945054944
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58.0,899.0,2.0,335.0,17.0,11.0,12.0,watches_gifts,2244.0,0.335,0.14928698752228164
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,49.0,701.0,1.0,1300.0,50.0,12.0,12.0,bed_bath_table,7200.0,1.3,0.18055555555555555
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,47.0,1405.0,3.0,150.0,35.0,2.0,25.0,furniture_decor,1750.0,0.15,0.08571428571428572
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59.0,504.0,3.0,367.0,16.0,4.0,11.0,computers_accessories,704.0,0.367,0.5213068181818182
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57.0,276.0,4.0,250.0,16.0,2.0,11.0,watches_gifts,352.0,0.25,0.7102272727272727
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46.0,287.0,1.0,8500.0,75.0,25.0,55.0,furniture_decor,103125.0,8.5,0.08242424242424243
c18c01e09509a509e2b88d3ed40c580e,bebes,46.0,1039.0,1.0,2150.0,42.0,25.0,15.0,baby,15750.0,2.15,0.1365079365079365
a41e356c76fab66334f36de622ecbd3a,Unknown,48.47694876472589,771.4952846232337,2.18898611669398,650.0,17.0,14.0,12.0,,2856.0,0.65,0.22759103641456582
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,56.0,663.0,4.0,150.0,16.0,5.0,11.0,sports_leisure,880.0,0.15,0.17045454545454544
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39.0,170.0,1.0,650.0,27.0,10.0,22.0,bed_bath_table,5940.0,0.65,0.10942760942760943
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,53.0,794.0,4.0,2700.0,20.0,26.0,32.0,small_appliances,16640.0,2.7,0.1622596153846154
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,56.0,414.0,1.0,1200.0,23.0,22.0,16.0,housewares,8096.0,1.2,0.1482213438735178
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,36.0,312.0,2.0,6050.0,55.0,10.0,46.0,furniture_living_room,25300.0,6.05,0.2391304347826087
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53.0,425.0,1.0,150.0,16.0,6.0,11.0,sports_leisure,1056.0,0.15,0.14204545454545456
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58.0,918.0,6.0,1050.0,16.0,20.0,16.0,home_construction,5120.0,1.05,0.205078125
b6f3b8136ba8302906df7e11ff908751,pet_shop,36.0,617.0,1.0,1350.0,23.0,7.0,30.0,pet_shop,4830.0,1.35,0.2795031055900621
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41.0,270.0,1.0,600.0,36.0,6.0,19.0,housewares,4104.0,0.6,0.14619883040935672
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22.0,275.0,1.0,1000.0,30.0,18.0,18.0,furniture_decor,9720.0,1.0,0.102880658436214
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550.0,43.0,8.0,33.0,bed_bath_table,11352.0,1.55,0.13653981677237492
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58.0,223.0,1.0,2700.0,45.0,13.0,35.0,bed_bath_table,20475.0,2.7,0.13186813186813187
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,63.0,1930.0,9.0,200.0,19.0,5.0,11.0,telephony,1045.0,0.2,0.19138755980861244
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,51.0,244.0,1.0,800.0,38.0,8.0,28.0,luggage_accessories,8512.0,0.8,0.09398496240601503
8da90b37f0fb171b4877c124f965b1f6,perfumaria,56.0,733.0,3.0,377.0,18.0,13.0,15.0,perfumery,3510.0,0.377,0.10740740740740741
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,52.0,1049.0,3.0,400.0,45.0,22.0,43.0,sports_leisure,42570.0,0.4,0.009396288466055908
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51.0,1212.0,1.0,450.0,16.0,5.0,16.0,signaling_and_security,1280.0,0.45,0.3515625
f17b05cc8a7651896df8c30884200e9a,climatizacao,30.0,547.0,1.0,2000.0,32.0,51.0,16.0,air_conditioning,26112.0,2.0,0.07659313725490197
55ec10b39713ee81ee2c5bcb558cf866,fashion_bolsas_e_acessorios,53.0,1398.0,1.0,300.0,16.0,2.0,11.0,fashion_bags_accessories,352.0,0.3,0.8522727272727273
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,34.0,160.0,1.0,250.0,26.0,14.0,14.0,furniture_decor,5096.0,0.25,0.04905808477237049
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,57.0,245.0,2.0,1950.0,60.0,15.0,15.0,sports_leisure,13500.0,1.95,0.14444444444444443
ac5bae85a895724330c4acddd581b02b,telefonia,50.0,1254.0,2.0,500.0,16.0,15.0,11.0,telephony,2640.0,0.5,0.1893939393939394
d8dee61c2034d6d075997acef1870e9b,Unknown,48.47694876472589,771.4952846232337,2.18898611669398,300.0,16.0,7.0,20.0,,2240.0,0.3,0.13392857142857142
cbaff83e2c00a2b731d27276bbf52082,artes,59.0,1431.0,6.0,7900.0,70.0,15.0,70.0,art,73500.0,7.9,0.10748299319727891
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,53.0,261.0,2.0,1800.0,41.0,9.0,34.0,bed_bath_table,12546.0,1.8,0.14347202295552366
1e12f1836c1f08b25ef78fcdf76fbf08,ferramentas_jardim,60.0,884.0,1.0,900.0,37.0,3.0,23.0,garden_tools,2553.0,0.9,0.3525264394829612
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,52.0,68.0,7.0,200.0,16.0,2.0,11.0,fashion_bags_accessories,352.0,0.2,0.5681818181818182
60cf4effb6947283fa638d570bd07318,bebes,30.0,410.0,4.0,4500.0,80.0,70.0,28.0,baby,156800.0,4.5,0.028698979591836735
51fed4afb1b41d00ad9d25a73b7fbbc7,consoles_games,48.0,303.0,3.0,250.0,21.0,7.0,15.0,consoles_games,2205.0,0.25,0.11337868480725624
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59.0,943.0,1.0,550.0,16.0,25.0,12.0,housewares,4800.0,0.55,0.11458333333333333
65a6462e42e05ab3b8dc613566736825,malas_acessorios,49.0,540.0,4.0,1100.0,39.0,12.0,28.0,luggage_accessories,13104.0,1.1,0.08394383394383394
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53.0,222.0,1.0,3600.0,40.0,20.0,40.0,bed_bath_table,32000.0,3.6,0.1125
70d1bd3a042448105a71d0b41ecbc96b,consoles_games,56.0,235.0,1.0,100.0,16.0,3.0,11.0,consoles_games,528.0,0.1,0.1893939393939394
0075c14603d80515e20908c156ceb47b,esporte_lazer,50.0,329.0,2.0,150.0,16.0,18.0,16.0,sports_leisure,4608.0,0.15,0.032552083333333336
5a42f73d92034010a4e00360fb0df099,esporte_lazer,55.0,144.0,1.0,3775.0,18.0,13.0,16.0,sports_leisure,3744.0,3.775,1.0082799145299146
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,59.0,797.0,2.0,1400.0,25.0,20.0,20.0,cool_stuff,10000.0,1.4,0.14
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,53.0,439.0,5.0,900.0,22.0,7.0,18.0,consoles_games,2772.0,0.9,0.3246753246753247
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,60.0,438.0,2.0,250.0,20.0,12.0,20.0,watches_gifts,4800.0,0.25,0.052083333333333336
484bf1dff778a416389aafd0dee1cb11,brinquedos,55.0,852.0,1.0,350.0,21.0,9.0,16.0,toys,3024.0,0.35,0.11574074074074074
56139431d72cd51f19eb9f7dae4d1617,Unknown,48.47694876472589,771.4952846232337,2.18898611669398,200.0,20.0,20.0,20.0,,8000.0,0.2,0.025
3cef8174403f4fdedbf24fa67fa9f132,bebes,39.0,805.0,3.0,1800.0,18.0,32.0,27.0,baby,15552.0,1.8,0.11574074074074074
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,52.0,420.0,2.0,5050.0,50.0,8.0,50.0,furniture_living_room,20000.0,5.05,0.2525
8d6cb00151d423c52855385c89f0bae8,automotivo,58.0,386.0,1.0,27100.0,50.0,50.0,50.0,auto,125000.0,27.1,0.2168
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,50.0,273.0,1.0,1500.0,65.0,8.0,38.0,home_appliances,19760.0,1.5,0.07591093117408906
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,43.0,572.0,2.0,500.0,16.0,11.0,11.0,watches_gifts,1936.0,0.5,0.25826446280991733
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52.0,700.0,2.0,350.0,16.0,10.0,16.0,bed_bath_table,2560.0,0.35,0.13671875
fc2edee55f4118969f4dc49f7a717605,automotivo,47.0,1548.0,3.0,500.0,16.0,12.0,17.0,auto,3264.0,0.5,0.15318627450980393
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55.0,448.0,1.0,1000.0,20.0,20.0,20.0,sports_leisure,8000.0,1.0,0.125
46b48281eb6d663ced748f324108c733,Unknown,48.47694876472589,771.4952846232337,2.18898611669398,18500.0,41.0,30.0,41.0,,50430.0,18.5,0.3668451318659528
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,51.0,410.0,2.0,300.0,24.0,11.0,24.0,toys,6336.0,0.3,0.04734848484848485
50556c630443502c11acde1c320fe278,beleza_saude,59.0,257.0,1.0,250.0,16.0,2.0,20.0,health_beauty,640.0,0.25,0.390625
88d2c501ec765f5d7e8038fa6aab0e62,beleza_saude,51.0,863.0,1.0,10700.0,40.0,40.0,40.0,health_beauty,64000.0,10.7,0.1671875
722fb67c17907e21734449c091420bf5,utilidades_domesticas,29.0,290.0,1.0,1700.0,32.0,21.0,22.0,housewares,14784.0,1.7,0.11498917748917749
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,31.0,680.0,1.0,7700.0,39.0,28.0,25.0,garden_tools,27300.0,7.7,0.28205128205128205
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,57.0,785.0,4.0,5200.0,20.0,60.0,35.0,sports_leisure,42000.0,5.2,0.12380952380952381
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51.0,244.0,1.0,125.0,17.0,10.0,14.0,telephony,2380.0,0.125,0.052521008403361345
e869d449cc32881790ef9af9b4c670f8,moveis_escritorio,50.0,2220.0,1.0,15700.0,58.0,28.0,58.0,office_furniture,94192.0,15.7,0.16668082215050112
a1b3a75aaaee5c9a683f2266c088f720,relogios_presentes,53.0,599.0,2.0,350.0,16.0,11.0,11.0,watches_gifts,1936.0,0.35,0.18078512396694216
7fdbc1ecf5fdf5c98d9b14e110133eb3,esporte_lazer,57.0,649.0,1.0,213.0,16.0,10.0,13.0,sports_leisure,2080.0,0.213,0.10240384615384615
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,30.0,401.0,3.0,150.0,16.0,11.0,11.0,fashion_bags_accessories,1936.0,0.15,0.07747933884297521
1cf39a397efa955b102a52ee7ec5531c,automotivo,35.0,907.0,3.0,18200.0,56.0,15.0,15.0,auto,12600.0,18.2,1.4444444444444444
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38.0,390.0,1.0,850.0,18.0,21.0,15.0,housewares,5670.0,0.85,0.14991181657848324
